Timestamp;Open;High;Low;Close;Volume
2025.05.12 05:20;1.12305;1.12372;1.12302;1.12358;290
2025.05.12 05:25;1.12357;1.12371;1.12332;1.12362;193
2025.05.12 05:30;1.12364;1.12369;1.12339;1.12345;221
2025.05.12 05:35;1.12349;1.12349;1.1231;1.1232;218
2025.05.12 05:40;1.12319;1.12342;1.12313;1.12323;210
2025.05.12 05:45;1.12322;1.12333;1.12302;1.1231;151
2025.05.12 05:50;1.12311;1.12311;1.12263;1.12283;182
2025.05.12 05:55;1.12284;1.12294;1.12271;1.12277;178
2025.05.12 06:00;1.12281;1.12307;1.1228;1.12291;239
2025.05.12 06:05;1.12292;1.12334;1.12289;1.12325;192
2025.05.12 06:10;1.12326;1.12327;1.12295;1.12301;253
2025.05.12 06:15;1.12304;1.12304;1.12243;1.12252;180
2025.05.12 06:20;1.12255;1.1228;1.12244;1.12255;246
2025.05.12 06:25;1.12254;1.12299;1.12254;1.12295;181
2025.05.12 06:30;1.12297;1.12324;1.12294;1.12296;295
2025.05.12 06:35;1.12291;1.12301;1.1226;1.12263;165
2025.05.12 06:40;1.12261;1.12277;1.12253;1.12272;123
2025.05.12 06:45;1.12273;1.12293;1.12266;1.12287;168
2025.05.12 06:50;1.12286;1.12316;1.12278;1.12313;183
2025.05.12 06:55;1.12314;1.12327;1.12298;1.12321;166
2025.05.12 07:00;1.12318;1.12328;1.12301;1.12314;133
2025.05.12 07:05;1.12311;1.12338;1.12301;1.12303;159
2025.05.12 07:10;1.12302;1.12328;1.12283;1.12315;155
2025.05.12 07:15;1.12314;1.12332;1.12308;1.12308;109
2025.05.12 07:20;1.12307;1.12307;1.1229;1.12291;122
2025.05.12 07:25;1.12291;1.12297;1.12276;1.12296;122
2025.05.12 07:30;1.12294;1.12304;1.1227;1.12287;139
2025.05.12 07:35;1.12286;1.12294;1.12256;1.12265;149
2025.05.12 07:40;1.12264;1.12277;1.12256;1.12277;176
2025.05.12 07:45;1.12276;1.12282;1.1226;1.12264;165
2025.05.12 07:50;1.12265;1.12287;1.1226;1.12279;124
2025.05.12 07:55;1.12274;1.12274;1.12254;1.12273;97
2025.05.12 08:00;1.12275;1.12286;1.12261;1.12286;132
2025.05.12 08:05;1.12284;1.12293;1.12269;1.12276;137
2025.05.12 08:10;1.12275;1.12277;1.12207;1.12234;231
2025.05.12 08:15;1.12233;1.12233;1.12189;1.1222;211
2025.05.12 08:20;1.12221;1.1224;1.12213;1.12237;150
2025.05.12 08:25;1.12236;1.12236;1.12194;1.12214;155
2025.05.12 08:30;1.12215;1.12215;1.12183;1.122;216
2025.05.12 08:35;1.12199;1.12223;1.12174;1.122;198
2025.05.12 08:40;1.12199;1.122;1.12166;1.12199;183
2025.05.12 08:45;1.12192;1.12198;1.12129;1.12165;260
2025.05.12 08:50;1.12167;1.12188;1.12152;1.12155;243
2025.05.12 08:55;1.12156;1.12235;1.1215;1.12212;267
2025.05.12 09:00;1.12211;1.12283;1.1221;1.12269;338
2025.05.12 09:05;1.12268;1.1229;1.12249;1.12276;319
2025.05.12 09:10;1.12277;1.12332;1.12266;1.12327;378
2025.05.12 09:15;1.12327;1.12327;1.12281;1.12313;292
2025.05.12 09:20;1.12315;1.12318;1.12273;1.12287;342
2025.05.12 09:25;1.12287;1.12294;1.12256;1.12271;330
2025.05.12 09:30;1.12272;1.12352;1.12251;1.12276;448
2025.05.12 09:35;1.12279;1.1231;1.12202;1.12213;383
2025.05.12 09:40;1.12211;1.12216;1.12153;1.12172;344
2025.05.12 09:45;1.1217;1.12204;1.12168;1.12202;349
2025.05.12 09:50;1.12201;1.12222;1.12176;1.12185;345
2025.05.12 09:55;1.12181;1.12217;1.12166;1.12166;364
2025.05.12 10:00;1.12165;1.12182;1.11721;1.11819;1868
2025.05.12 10:05;1.11811;1.11926;1.11795;1.11821;1230
2025.05.12 10:10;1.11822;1.11833;1.11562;1.11583;1163
2025.05.12 10:15;1.11584;1.11626;1.11541;1.11545;1018
2025.05.12 10:20;1.11546;1.11556;1.11392;1.11404;1094
2025.05.12 10:25;1.11405;1.11405;1.111;1.11145;1348
2025.05.12 10:30;1.11147;1.11325;1.11121;1.112;1241
2025.05.12 10:35;1.11198;1.1125;1.11127;1.11218;1121
2025.05.12 10:40;1.11215;1.11252;1.11002;1.11035;1117
2025.05.12 10:45;1.11034;1.11106;1.10989;1.1109;1078
2025.05.12 10:50;1.11089;1.11138;1.10968;1.11046;977
2025.05.12 10:55;1.1105;1.1106;1.10979;1.11042;932
2025.05.12 11:00;1.11041;1.11168;1.1103;1.11151;925
2025.05.12 11:05;1.1115;1.1115;1.11002;1.1101;895
2025.05.12 11:10;1.11008;1.11101;1.10816;1.10932;990
2025.05.12 11:15;1.10935;1.1102;1.10903;1.10962;871
2025.05.12 11:20;1.10961;1.11139;1.10941;1.11121;960
2025.05.12 11:25;1.11119;1.11149;1.11087;1.11135;829
2025.05.12 11:30;1.11134;1.1119;1.11109;1.11186;769
2025.05.12 11:35;1.11185;1.1132;1.11185;1.11317;622
2025.05.12 11:40;1.11319;1.11329;1.11227;1.11291;647
2025.05.12 11:45;1.11288;1.11336;1.11251;1.1131;723
2025.05.12 11:50;1.11311;1.1142;1.11311;1.11409;570
2025.05.12 11:55;1.11406;1.11446;1.11362;1.11362;613
2025.05.12 12:00;1.11363;1.11398;1.11313;1.11385;567
2025.05.12 12:05;1.11386;1.1141;1.11307;1.11335;533
2025.05.12 12:10;1.11333;1.11344;1.11257;1.11268;538
2025.05.12 12:15;1.1127;1.11331;1.11256;1.11331;486
2025.05.12 12:20;1.11327;1.11387;1.11319;1.11363;439
2025.05.12 12:25;1.11363;1.11389;1.11352;1.11387;390
2025.05.12 12:30;1.11386;1.11386;1.11278;1.11295;448
2025.05.12 12:35;1.11294;1.11379;1.1126;1.1126;537
2025.05.12 12:40;1.11261;1.11278;1.11224;1.1123;428
2025.05.12 12:45;1.11231;1.11277;1.11193;1.11265;447
2025.05.12 12:50;1.11267;1.11274;1.11199;1.112;504
2025.05.12 12:55;1.11199;1.11202;1.11139;1.11174;493
2025.05.12 13:00;1.11173;1.11176;1.11098;1.11098;564
2025.05.12 13:05;1.11103;1.11107;1.11035;1.11057;523
2025.05.12 13:10;1.11059;1.11102;1.11035;1.11037;652
2025.05.12 13:15;1.11038;1.11043;1.10928;1.10961;691
2025.05.12 13:20;1.1096;1.10996;1.10883;1.10894;550
2025.05.12 13:25;1.10895;1.10929;1.1086;1.10898;516
2025.05.12 13:30;1.10896;1.10935;1.10833;1.10868;583
2025.05.12 13:35;1.10869;1.10919;1.10808;1.10823;575
2025.05.12 13:40;1.10824;1.10835;1.10736;1.10743;585
2025.05.12 13:45;1.10742;1.10804;1.10713;1.10792;636
2025.05.12 13:50;1.10793;1.10855;1.10753;1.10849;538
2025.05.12 13:55;1.1085;1.1087;1.10778;1.10779;469
2025.05.12 14:00;1.1078;1.10839;1.10762;1.10802;529
2025.05.12 14:05;1.10805;1.10861;1.10775;1.10842;500
2025.05.12 14:10;1.10841;1.10933;1.10828;1.1092;464
2025.05.12 14:15;1.10921;1.11014;1.10914;1.10976;491
2025.05.12 14:20;1.10983;1.10992;1.10941;1.10971;389
2025.05.12 14:25;1.10973;1.10985;1.10913;1.10974;371
2025.05.12 14:30;1.10973;1.11;1.10921;1.10941;533
2025.05.12 14:35;1.10942;1.10949;1.1089;1.10904;451
2025.05.12 14:40;1.10904;1.11036;1.10904;1.11015;457
2025.05.12 14:45;1.11014;1.11049;1.10994;1.11049;432
2025.05.12 14:50;1.11052;1.11167;1.11051;1.1111;809
2025.05.12 14:55;1.11113;1.11165;1.11078;1.11104;654
2025.05.12 15:00;1.11102;1.11106;1.11045;1.11079;593
2025.05.12 15:05;1.1108;1.11093;1.11042;1.11053;459
2025.05.12 15:10;1.11052;1.11074;1.11019;1.11057;434
2025.05.12 15:15;1.11054;1.11087;1.11043;1.11084;399
2025.05.12 15:20;1.11083;1.11098;1.11034;1.11048;478
2025.05.12 15:25;1.11044;1.11066;1.11012;1.11025;338
2025.05.12 15:30;1.11023;1.11068;1.10999;1.11064;416
2025.05.12 15:35;1.11065;1.11153;1.11065;1.11108;363
2025.05.12 15:40;1.11109;1.11186;1.11108;1.11186;480
2025.05.12 15:45;1.11185;1.11255;1.11175;1.11234;472
2025.05.12 15:50;1.11228;1.11228;1.1114;1.1114;427
2025.05.12 15:55;1.11139;1.1117;1.11104;1.11128;444
2025.05.12 16:00;1.11135;1.11155;1.11093;1.11138;421
2025.05.12 16:05;1.11139;1.11208;1.11127;1.11187;361
2025.05.12 16:10;1.11186;1.11218;1.11152;1.112;400
2025.05.12 16:15;1.11193;1.11249;1.11145;1.1122;401
2025.05.12 16:20;1.11219;1.11296;1.11218;1.11247;417
2025.05.12 16:25;1.11245;1.11276;1.11214;1.11225;463
2025.05.12 16:30;1.11223;1.11337;1.11217;1.11304;728
2025.05.12 16:35;1.11303;1.11324;1.11242;1.11276;591
2025.05.12 16:40;1.11277;1.11308;1.11218;1.11221;574
2025.05.12 16:45;1.11218;1.11264;1.11209;1.11209;579
2025.05.12 16:50;1.11205;1.11222;1.11163;1.1118;509
2025.05.12 16:55;1.11181;1.11194;1.11143;1.11172;524
2025.05.12 17:00;1.11171;1.11206;1.11135;1.11198;687
2025.05.12 17:05;1.11199;1.11302;1.11198;1.11283;595
2025.05.12 17:10;1.11284;1.11304;1.11164;1.11172;648
2025.05.12 17:15;1.11173;1.1126;1.1117;1.1121;552
2025.05.12 17:20;1.11209;1.11209;1.11067;1.11079;561
2025.05.12 17:25;1.1108;1.11158;1.1108;1.11145;480
2025.05.12 17:30;1.11146;1.11213;1.11117;1.1121;635
2025.05.12 17:35;1.11209;1.11335;1.11205;1.11299;772
2025.05.12 17:40;1.113;1.11312;1.11221;1.11239;530
2025.05.12 17:45;1.11236;1.11245;1.11211;1.11211;569
2025.05.12 17:50;1.1121;1.1121;1.11066;1.11082;694
2025.05.12 17:55;1.11075;1.11119;1.11067;1.1111;691
2025.05.12 18:00;1.11111;1.11193;1.11092;1.11191;607
2025.05.12 18:05;1.1119;1.1123;1.1119;1.11224;485
2025.05.12 18:10;1.11228;1.11229;1.11166;1.11217;376
2025.05.12 18:15;1.11214;1.11214;1.11139;1.11147;379
2025.05.12 18:20;1.11148;1.11225;1.11146;1.11188;460
2025.05.12 18:25;1.11183;1.11205;1.11152;1.1117;427
2025.05.12 18:30;1.11169;1.11176;1.11101;1.11124;353
2025.05.12 18:35;1.11125;1.11133;1.11077;1.111;339
2025.05.12 18:40;1.11101;1.11107;1.11047;1.11054;293
2025.05.12 18:45;1.11056;1.11076;1.11033;1.11038;279
2025.05.12 18:50;1.11041;1.11078;1.11004;1.11018;320
2025.05.12 18:55;1.11021;1.11043;1.10994;1.11042;321
2025.05.12 19:00;1.11045;1.11101;1.11042;1.11076;384
2025.05.12 19:05;1.11074;1.11092;1.11059;1.11075;247
2025.05.12 19:10;1.1108;1.11092;1.11038;1.11048;294
2025.05.12 19:15;1.11045;1.11058;1.10995;1.11006;331
2025.05.12 19:20;1.11005;1.11021;1.10952;1.11015;342
2025.05.12 19:25;1.11014;1.11019;1.10941;1.10947;277
2025.05.12 19:30;1.10948;1.10957;1.10912;1.10939;265
2025.05.12 19:35;1.10938;1.10965;1.10918;1.10949;250
2025.05.12 19:40;1.1095;1.11015;1.10943;1.11001;249
2025.05.12 19:45;1.11003;1.11009;1.10911;1.10913;287
2025.05.12 19:50;1.10916;1.10938;1.10868;1.10878;275
2025.05.12 19:55;1.10876;1.10897;1.10829;1.10838;362
2025.05.12 20:00;1.10839;1.10864;1.10823;1.10849;322
2025.05.12 20:05;1.10848;1.10877;1.10813;1.10822;230
2025.05.12 20:10;1.10817;1.10844;1.10814;1.10829;194
2025.05.12 20:15;1.10827;1.10842;1.10813;1.10821;190
2025.05.12 20:20;1.10822;1.10841;1.10797;1.10801;252
2025.05.12 20:25;1.108;1.10828;1.10784;1.10803;220
2025.05.12 20:30;1.108;1.108;1.10735;1.10738;254
2025.05.12 20:35;1.10737;1.10763;1.10718;1.10728;161
2025.05.12 20:40;1.10729;1.10789;1.10722;1.10789;216
2025.05.12 20:45;1.1079;1.10799;1.10747;1.10784;164
2025.05.12 20:50;1.10785;1.10806;1.1077;1.10775;165
2025.05.12 20:55;1.10776;1.10788;1.1076;1.10784;155
2025.05.12 21:00;1.10783;1.10801;1.10754;1.10754;250
2025.05.12 21:05;1.10756;1.10757;1.10686;1.10712;219
2025.05.12 21:10;1.10717;1.10727;1.10703;1.10718;221
2025.05.12 21:15;1.10721;1.10725;1.10674;1.10681;196
2025.05.12 21:20;1.10682;1.10718;1.10675;1.10678;214
2025.05.12 21:25;1.10678;1.10704;1.10668;1.10668;302
2025.05.12 21:30;1.10669;1.10695;1.10646;1.10693;246
2025.05.12 21:35;1.10694;1.10736;1.10674;1.10736;228
2025.05.12 21:40;1.10735;1.10775;1.1072;1.10765;237
2025.05.12 21:45;1.10769;1.10806;1.1076;1.10806;229
2025.05.12 21:50;1.10805;1.10892;1.10805;1.10891;357
2025.05.12 21:55;1.10888;1.10905;1.10854;1.10885;355
2025.05.12 22:00;1.10886;1.10909;1.10855;1.10859;251
2025.05.12 22:05;1.10862;1.10871;1.10824;1.10837;202
2025.05.12 22:10;1.10836;1.10896;1.10815;1.10888;220
2025.05.12 22:15;1.10889;1.10931;1.10889;1.10926;180
2025.05.12 22:20;1.10927;1.10943;1.10918;1.10928;168
2025.05.12 22:25;1.10927;1.1094;1.10913;1.10914;163
2025.05.12 22:30;1.10913;1.10948;1.10907;1.10942;208
2025.05.12 22:35;1.10943;1.10957;1.10933;1.10951;133
2025.05.12 22:40;1.10951;1.1096;1.10898;1.109;203
2025.05.12 22:45;1.10902;1.10902;1.10862;1.10867;161
2025.05.12 22:50;1.10868;1.10904;1.10841;1.10901;214
2025.05.12 22:55;1.109;1.10927;1.10884;1.10914;200
2025.05.12 23:00;1.10913;1.10919;1.10876;1.10882;145
2025.05.12 23:05;1.10884;1.10896;1.10881;1.10888;126
2025.05.12 23:10;1.10889;1.10933;1.10889;1.10932;57
2025.05.12 23:15;1.10931;1.10934;1.10895;1.10909;76
2025.05.12 23:20;1.10912;1.10914;1.10899;1.10904;66
2025.05.12 23:25;1.10903;1.10918;1.10887;1.10908;80
2025.05.12 23:30;1.10907;1.10929;1.10898;1.10898;101
2025.05.12 23:35;1.10897;1.10898;1.10877;1.10877;112
2025.05.12 23:40;1.10876;1.10896;1.10876;1.10877;98
2025.05.12 23:45;1.10876;1.10902;1.10872;1.10881;95
2025.05.12 23:50;1.10882;1.10885;1.1086;1.10862;64
2025.05.12 23:55;1.10861;1.10872;1.10812;1.10821;415
2025.05.13 00:00;1.10754;1.10875;1.10754;1.10868;81
2025.05.13 00:05;1.10871;1.10882;1.10868;1.10877;13
2025.05.13 00:10;1.10864;1.10872;1.10859;1.10861;11
2025.05.13 00:15;1.10856;1.10874;1.10851;1.10859;45
2025.05.13 00:20;1.10871;1.10871;1.10838;1.10838;32
2025.05.13 00:25;1.10838;1.10849;1.10837;1.10847;60
2025.05.13 00:30;1.10847;1.10864;1.10846;1.10863;42
2025.05.13 00:35;1.10863;1.10876;1.10852;1.10868;58
2025.05.13 00:40;1.10869;1.10869;1.10859;1.10867;53
2025.05.13 00:45;1.10866;1.10866;1.10854;1.10859;46
2025.05.13 00:50;1.10862;1.10879;1.10857;1.10879;58
2025.05.13 00:55;1.10879;1.1089;1.10857;1.10857;68
2025.05.13 01:00;1.10858;1.10925;1.10857;1.10905;118
2025.05.13 01:05;1.10904;1.1092;1.10894;1.10898;60
2025.05.13 01:10;1.10899;1.10924;1.10898;1.10921;83
2025.05.13 01:15;1.1092;1.10937;1.10891;1.10908;109
2025.05.13 01:20;1.10911;1.10917;1.10889;1.10899;129
2025.05.13 01:25;1.109;1.1091;1.1089;1.1091;140
2025.05.13 01:30;1.10913;1.10932;1.10909;1.10919;137
2025.05.13 01:35;1.10919;1.10933;1.10906;1.10921;148
2025.05.13 01:40;1.10922;1.10934;1.1092;1.10922;87
2025.05.13 01:45;1.10923;1.10923;1.10891;1.10907;130
2025.05.13 01:50;1.10906;1.10919;1.10895;1.10917;99
2025.05.13 01:55;1.10918;1.10937;1.10918;1.10937;121
2025.05.13 02:00;1.10935;1.10936;1.10892;1.10892;139
2025.05.13 02:05;1.10891;1.10912;1.10888;1.1091;198
2025.05.13 02:10;1.10911;1.10928;1.10904;1.10922;155
2025.05.13 02:15;1.10921;1.1094;1.10917;1.1093;133
2025.05.13 02:20;1.10931;1.1094;1.10887;1.10888;115
2025.05.13 02:25;1.10888;1.1093;1.10887;1.10906;113
2025.05.13 02:30;1.10907;1.1094;1.10907;1.10938;100
2025.05.13 02:35;1.1094;1.10961;1.10939;1.10951;112
2025.05.13 02:40;1.10952;1.10969;1.1093;1.10968;127
2025.05.13 02:45;1.1097;1.10993;1.10968;1.10975;170
2025.05.13 02:50;1.10976;1.10983;1.10935;1.1094;155
2025.05.13 02:55;1.10941;1.10951;1.10929;1.1095;205
2025.05.13 03:00;1.10949;1.10997;1.10944;1.10996;320
2025.05.13 03:05;1.10994;1.11043;1.10991;1.11039;292
2025.05.13 03:10;1.1104;1.11052;1.11022;1.11037;299
2025.05.13 03:15;1.11036;1.11054;1.1101;1.11041;239
2025.05.13 03:20;1.11042;1.11056;1.10985;1.10995;261
2025.05.13 03:25;1.10994;1.11006;1.10979;1.10994;230
2025.05.13 03:30;1.10993;1.11039;1.10986;1.11003;346
2025.05.13 03:35;1.11004;1.11022;1.10995;1.11016;321
2025.05.13 03:40;1.11017;1.11027;1.10996;1.11023;285
2025.05.13 03:45;1.11024;1.11029;1.10978;1.10984;300
2025.05.13 03:50;1.10983;1.11015;1.10966;1.11009;324
2025.05.13 03:55;1.1101;1.11058;1.11004;1.11038;278
2025.05.13 04:00;1.1104;1.1105;1.11009;1.11043;389
2025.05.13 04:05;1.11042;1.11061;1.11018;1.11022;302
2025.05.13 04:10;1.11023;1.11037;1.11001;1.11027;242
2025.05.13 04:15;1.11028;1.11084;1.11028;1.11082;404
2025.05.13 04:20;1.11076;1.11082;1.11035;1.11062;288
2025.05.13 04:25;1.11063;1.11067;1.11024;1.11032;317
2025.05.13 04:30;1.11033;1.11036;1.10987;1.10992;375
2025.05.13 04:35;1.10994;1.11049;1.10994;1.11041;287
2025.05.13 04:40;1.11042;1.11069;1.11023;1.11034;457
2025.05.13 04:45;1.11031;1.1106;1.11026;1.1106;408
2025.05.13 04:50;1.11059;1.11074;1.11037;1.11053;318
2025.05.13 04:55;1.11055;1.11076;1.11046;1.11058;227
2025.05.13 05:00;1.11057;1.11077;1.1105;1.11074;264
2025.05.13 05:05;1.11073;1.11105;1.11066;1.11074;193
2025.05.13 05:10;1.11075;1.11079;1.11024;1.1103;260
2025.05.13 05:15;1.1103;1.11042;1.11019;1.11028;161
2025.05.13 05:20;1.11027;1.11029;1.10984;1.11012;236
2025.05.13 05:25;1.11011;1.11024;1.10997;1.11;170
2025.05.13 05:30;1.11006;1.11035;1.10994;1.11029;226
2025.05.13 05:35;1.1103;1.11064;1.11024;1.11037;220
2025.05.13 05:40;1.11036;1.1106;1.11032;1.11043;262
2025.05.13 05:45;1.11044;1.1105;1.11025;1.11025;225
2025.05.13 05:50;1.11026;1.11026;1.10987;1.10996;212
2025.05.13 05:55;1.10995;1.11026;1.10993;1.11018;257
2025.05.13 06:00;1.11018;1.11045;1.10995;1.10998;225
2025.05.13 06:05;1.10997;1.1101;1.10984;1.10985;116
2025.05.13 06:10;1.1099;1.11016;1.10985;1.11014;123
2025.05.13 06:15;1.11013;1.11023;1.10991;1.11011;152
2025.05.13 06:20;1.11012;1.11039;1.11005;1.11037;188
2025.05.13 06:25;1.11038;1.11056;1.11024;1.11054;181
2025.05.13 06:30;1.11056;1.11095;1.11049;1.11094;171
2025.05.13 06:35;1.11092;1.11107;1.1108;1.1109;172
2025.05.13 06:40;1.11088;1.11088;1.11055;1.11086;129
2025.05.13 06:45;1.11082;1.11159;1.11077;1.11155;188
2025.05.13 06:50;1.11156;1.11161;1.11126;1.11127;194
2025.05.13 06:55;1.1113;1.1116;1.1113;1.11157;175
2025.05.13 07:00;1.11158;1.11163;1.1114;1.11144;120
2025.05.13 07:05;1.11143;1.11159;1.1113;1.11132;125
2025.05.13 07:10;1.11133;1.11143;1.1111;1.1111;154
2025.05.13 07:15;1.11109;1.11119;1.11108;1.11112;116
2025.05.13 07:20;1.11111;1.11124;1.11085;1.11124;119
2025.05.13 07:25;1.11123;1.11124;1.11089;1.11119;156
2025.05.13 07:30;1.11121;1.11139;1.11121;1.11134;192
2025.05.13 07:35;1.11132;1.11136;1.11109;1.11115;200
2025.05.13 07:40;1.11114;1.11131;1.11099;1.11125;278
2025.05.13 07:45;1.11126;1.11132;1.11095;1.11114;159
2025.05.13 07:50;1.11116;1.11129;1.11089;1.11091;218
2025.05.13 07:55;1.11092;1.11162;1.1108;1.11162;187
2025.05.13 08:00;1.11163;1.11164;1.11117;1.1113;207
2025.05.13 08:05;1.11131;1.11139;1.11109;1.11109;186
2025.05.13 08:10;1.11108;1.11179;1.111;1.11176;290
2025.05.13 08:15;1.11175;1.11187;1.11141;1.11163;228
2025.05.13 08:20;1.11164;1.1117;1.11117;1.11127;158
2025.05.13 08:25;1.11126;1.11132;1.1111;1.1113;173
2025.05.13 08:30;1.11136;1.11142;1.11108;1.11141;212
2025.05.13 08:35;1.11142;1.11157;1.11106;1.11123;159
2025.05.13 08:40;1.11122;1.11143;1.11105;1.11111;144
2025.05.13 08:45;1.11112;1.11112;1.11079;1.11087;214
2025.05.13 08:50;1.11086;1.11124;1.11084;1.11119;196
2025.05.13 08:55;1.11118;1.11157;1.1109;1.11108;240
2025.05.13 09:00;1.11109;1.11135;1.11061;1.11119;395
2025.05.13 09:05;1.11118;1.11126;1.11068;1.11071;329
2025.05.13 09:10;1.11069;1.11076;1.11037;1.11056;337
2025.05.13 09:15;1.11055;1.11083;1.11048;1.1105;251
2025.05.13 09:20;1.11057;1.11113;1.11042;1.11054;387
2025.05.13 09:25;1.11054;1.11066;1.11006;1.11048;366
2025.05.13 09:30;1.11048;1.11063;1.11021;1.11046;370
2025.05.13 09:35;1.11045;1.11058;1.11009;1.11039;268
2025.05.13 09:40;1.1104;1.1114;1.1104;1.11122;343
2025.05.13 09:45;1.11123;1.11143;1.11087;1.1111;239
2025.05.13 09:50;1.11107;1.11161;1.11107;1.11153;396
2025.05.13 09:55;1.11154;1.11177;1.11101;1.11108;431
2025.05.13 10:00;1.1111;1.11153;1.11084;1.11098;594
2025.05.13 10:05;1.11103;1.11143;1.11072;1.11129;515
2025.05.13 10:10;1.11127;1.11142;1.11045;1.1106;437
2025.05.13 10:15;1.11061;1.11127;1.1102;1.11113;429
2025.05.13 10:20;1.11115;1.11219;1.11096;1.11188;416
2025.05.13 10:25;1.11189;1.11198;1.11134;1.11147;300
2025.05.13 10:30;1.11151;1.11205;1.11145;1.11172;385
2025.05.13 10:35;1.11171;1.11184;1.11154;1.1116;381
2025.05.13 10:40;1.11161;1.11227;1.11161;1.11226;445
2025.05.13 10:45;1.11227;1.11236;1.11183;1.11194;390
2025.05.13 10:50;1.11193;1.11193;1.11136;1.11146;434
2025.05.13 10:55;1.11145;1.11151;1.1112;1.11151;418
2025.05.13 11:00;1.11152;1.1117;1.11127;1.11128;455
2025.05.13 11:05;1.11129;1.11156;1.11056;1.11058;367
2025.05.13 11:10;1.11059;1.11139;1.11047;1.11115;338
